Shelter,Side,Rep,sRep,Experiment,Phase,Type,Species,PotType,AGB_g,BGB_g,RS_ratio,SLA_mm2.mg,LDMC_mg.g,SPAD,Ht_cm,SeedHead,PhaseNum
2,East,9,B,Long,Control,Mix,Rye,RyeMix,20.9,90.6105,NA,23.355185,195.093302,34.1,110,0,2
2,East,9,C,Long,Control,Mix,Pha,PhaMix,24.7,90.6105,NA,29.081416,199.84229,36.5,200,0,2
2,East,10,A,Long,Control,Rye,Rye,RyeRye,64.41,73.3815,1.139287378,24.496736,200.795689,33,110,19,2
2,East,11,A,Long,Control,Pha,Pha,PhaPha,94.41,60.804,0.644041945,28.151814,215.210047,33.2,160,0,2
2,East,12,A,Long,Control,Pha,Pha,PhaPha,84.88,73.751,0.868885485,30.570924,190.534704,30.2,220,0,2
2,East,13,A,Long,Control,Pha,Pha,PhaPha,102.84,77.3735,0.752367756,29.312049,195.200799,39.4,150,100,2
2,East,14,A,Long,Control,Mix,Pha,PhaMix,25.06,102.5205,NA,27.878971,204.718421,30.25,240,0,2
2,East,14,B,Long,Control,Mix,Rye,RyeMix,24.94,102.5205,NA,24.566267,190.055277,34.55,90,26,2
2,East,14,C,Long,Control,Mix,Fes,FesMix,21.08,102.5205,NA,24.337065,182.332529,33.55,100,0,2
2,East,15,A,Long,Control,Rye,Rye,RyeRye,54.2,84.319,1.555701107,23.355067,191.841898,35.6,100,1,2
2,East,16,A,Long,Control,Pha,Pha,PhaPha,76.35,81.78,1.071119843,30.62699,199.839469,27.25,210,0,2
2,West,1,A,Short,Recovery,Pha,Pha,PhaPha,36.06,27.4,0.759844703,27.86834218,194.5652174,44.8,90,0,1
2,West,2,A,Short,Recovery,Fes,Fes,FesFes,13.47,22.75,1.688938382,15.75468731,240.2392617,45.2,75,0,1
2,West,3,A,Short,Recovery,Fes,Fes,FesFes,14,21.26,1.518571429,18.29405386,221.9446922,44.55,80,0,1
2,West,4,A,Short,Recovery,Mix,Pha,PhaMix,6.4,38.31,NA,29.34506772,206.3767272,30.8,70,0,1
2,West,4,B,Short,Recovery,Mix,Rye,RyeMix,13.1,36.21,NA,31.82772434,254.4776119,39.55,90,0,1
2,West,4,C,Short,Recovery,Mix,Fes,FesMix,12.04,36.21,NA,19.12538595,260.0753296,35.7,65,0,1
2,West,5,A,Short,Recovery,Pha,Pha,PhaPha,34.98,20.6,0.588907947,29.08179648,213.5957066,42.55,70,0,1
2,West,6,A,Short,Recovery,Mix,Fes,FesMix,10.2,45.37,NA,21.37101292,249.7065463,34.15,65,0,1
2,West,6,B,Short,Recovery,Mix,Rye,RyeMix,16.12,45.37,NA,27.23396,264.3171806,42,80,0,1
2,West,6,C,Short,Recovery,Mix,Pha,PhaMix,7.54,45.37,NA,27.14435326,200.4444444,46.8,45,0,1
2,West,7,A,Short,Resistance,Pha,Pha,PhaPha,6.24,6.6552,1.066538462,13.90136711,357.1782524,36.1,10,0,0
2,West,8,A,Short,Resistance,Fes,Fes,FesFes,4.96,4.8372,0.975241935,13.31164263,252.5090249,35.5,45,0,0
2,West,9,A,Short,Recovery,Rye,Rye,RyeRye,26.22,29.93,1.141495042,17.97764058,302.4154589,43.1,60,0,1
2,West,10,A,Short,Recovery,Rye,Rye,RyeRye,27.22393357,32.9,1.208495455,18.74484835,273.8586248,49.4,85,0,1
2,West,11,A,Short,Resistance,Mix,Fes,FesMix,4.79,9.5892,NA,19.23,226.34,36.3,25,0,0
2,West,11,B,Short,Resistance,Mix,Pha,PhaMix,4.66,9.5892,NA,28.36,158.49,31.6,25,0,0
2,West,11,C,Short,Resistance,Mix,Rye,RyeMix,10.35,9.5892,NA,22.362,307.13,41.9,50,0,0
2,West,12,A,Short,Resistance,Rye,Rye,RyeRye,9.68,6.2982,0.650640496,19.02505732,178.3500436,43.6,40,0,0
2,West,13,A,Short,Resistance,Pha,Pha,PhaPha,5.64,6.819,1.209042553,14.01478267,364.0880317,34.8,30,0,0
2,West,14,A,Short,Resistance,Pha,Pha,PhaPha,4.24,5.0722,1.196273585,15.22428405,320.6590764,40.6,50,0,0
2,West,15,A,Short,Resistance,Rye,Rye,RyeRye,9.36,7.1612,0.76508547,18.38243531,233.6577732,41.2,60,0,0
2,West,16,A,Short,Resistance,Mix,Rye,RyeMix,10.93,11.6032,NA,23.8,303.79,37,70,0,0
2,West,16,B,Short,Resistance,Mix,Fes,FesMix,5.57,11.6032,NA,16.61,269.8,31.6,70,0,0
2,West,16,C,Short,Resistance,Mix,Pha,PhaMix,3.16,11.6032,NA,32.87,184.65,36.3,30,0,0
3,East,1,A,Double,Control,Pha,Pha,PhaPha,47.9,52.09,1.087473904,29.235713,214.42109,34.8,190,3,2
3,East,2,A,Double,Control,Pha,Pha,PhaPha,51.83,55.34,1.067721397,29.237423,209.236039,31.75,190,0,2
3,East,3,A,Double,Control,Mix,Fes,FesMix,51.6,132.73,NA,21.033642,179.427482,25.95,90,2,2
3,East,3,B,Double,Control,Mix,Rye,RyeMix,41.1,132.73,NA,24.374931,192.975648,24.05,120,38,2
3,East,3,C,Double,Control,Mix,Pha,PhaMix,28.49,132.73,NA,28.737833,200.363414,22.35,200,4,2
3,East,4,A,Double,Control,Rye,Rye,RyeRye,83.34,109.79,1.31737461,22.544307,199.255654,42.05,90,6,2
3,East,5,A,Double,Control,Mix,Fes,FesMix,43.28,119.58,NA,22.956,185.008995,30.6,80,2,2
3,East,5,B,Double,Control,Mix,Rye,RyeMix,54.13,119.58,NA,23.86968,179.684378,32.1,120,4,2
3,East,5,C,Double,Control,Mix,Pha,PhaMix,27.18,119.58,NA,28.768254,220.37878,31.3,180,0,2
3,East,6,A,Double,Control,Fes,Fes,FesFes,84.76,58.57,0.69100991,21.521243,179.518113,33.15,90,19,2
3,East,7,A,Double,Control,Mix,Fes,FesMix,53.88,118.96,NA,24.50833,187.402021,33.35,80,6,2
3,East,7,B,Double,Control,Mix,Rye,RyeMix,43.58,118.96,NA,21.178986,196.904142,28.95,90,8,2
3,East,7,C,Double,Control,Mix,Pha,PhaMix,20.07,118.96,NA,30.041658,209.21887,40.35,230,0,2
3,East,8,A,Double,Control,Rye,Rye,RyeRye,79.47,91.18,1.147351202,23.796984,208.668308,41.05,110,6,2
3,East,9,A,Double,Control,Mix,Fes,FesMix,40.6,98.27,NA,22.144677,176.995838,21.5,90,0,2
3,East,9,B,Double,Control,Mix,Rye,RyeMix,43.55,98.27,NA,21.264705,195.226981,24.1,100,2,2
3,East,9,C,Double,Control,Mix,Pha,PhaMix,23.69,98.27,NA,27.525996,192.052584,35.95,230,13,2
3,East,10,A,Double,Control,Fes,Fes,FesFes,94.03,54.61,0.580772094,22.684209,169.251443,27.7,100,11,2
3,East,11,A,Double,Control,Rye,Rye,RyeRye,90.23,154.18,1.70874432,24.423938,178.824585,34.3,90,50,2
3,East,12,A,Double,Control,Rye,Rye,RyeRye,96.34,132.54,1.375752543,23.316617,192.754101,39.85,90,40,2
3,East,13,A,Double,Control,Pha,Pha,PhaPha,53.57,50.88,0.949785328,29.914238,193.789967,31.55,170,12,2
3,East,14,A,Double,Control,Fes,Fes,FesFes,77.31,41.53,0.537187945,22.457112,181.130161,32.45,100,0,2
3,East,15,A,Double,Control,Fes,Fes,FesFes,77.18,53.08,0.687742939,21.51893,187.071913,39.7,80,6,2
3,East,16,A,Double,Control,Pha,Pha,PhaPha,48.93,55.28,1.129777233,28.08915,189.188677,39.75,220,1,2
3,West,1,A,Double,Recovery,Mix,Fes,FesMix,39.75,102.91,NA,18.14328735,189.8368679,41.7,125,0,1
3,West,1,B,Double,Recovery,Mix,Pha,PhaMix,33.32,102.91,NA,30.15002018,220.5063291,46.6,190,3,1
3,West,1,C,Double,Recovery,Mix,Rye,RyeMix,42.94,102.91,NA,25.50055949,182.0276498,44.45,130,0,1
3,West,2,A,Double,Recovery,Pha,Pha,PhaPha,56.27,52.67,0.936022747,24.908401,197.8798587,36.25,240,11,1
3,West,3,A,Double,Recovery,Fes,Fes,FesFes,53.24,71.63,1.34541698,19.04481695,229.4714588,39.45,65,5,1
3,West,4,A,Double,Recovery,Rye,Rye,RyeRye,63.45,58.72,0.925453113,24.92308056,205.3804408,39.25,80,50,1
3,West,5,A,Double,Resistance,Pha,Pha,PhaPha,26.5,19.79,0.746792453,30.45933333,182.518797,29.6,40,0,0
3,West,6,A,Double,Recovery,Mix,Fes,FesMix,35.19,112.93,NA,19.916155,179.48616,33.4,90,0,1
3,West,6,B,Double,Recovery,Mix,Pha,PhaMix,29.94,112.93,NA,29.6148,209.491819,40.7,130,0,1
3,West,6,C,Double,Recovery,Mix,Rye,RyeMix,38.1,112.93,NA,26.82520695,180.8180783,34.6,65,0,1
3,West,7,A,Double,Recovery,Fes,Fes,FesFes,43.91,55.81,1.271008882,19.0840849,212.0840484,36.7,70,0,1
3,West,8,A,Double,Resistance,Rye,Rye,RyeRye,22.14,18.6,0.840108401,26.67488889,173.2758621,54.75,50,20,0
3,West,9,A,Double,Resistance,Fes,Fes,FesFes,25.69,27.36,1.065005839,19.5896912,201.4466546,41.7,60,0,0
3,West,10,A,Double,Resistance,Mix,Fes,FesMix,6.25,33.72,NA,20.03634517,201.7283951,28.65,20,0,0
3,West,10,B,Double,Resistance,Mix,Rye,RyeMix,17.16,33.72,NA,28.21551345,262.3529412,41.9,30,0,0
3,West,10,C,Double,Resistance,Mix,Pha,PhaMix,6.89,33.72,NA,24.84680043,204.5544554,42.5,50,0,0
3,West,11,A,Double,Recovery,Pha,Pha,PhaPha,49.09,49.98,1.018129965,26.09408,186.51809,34.8,160,0,1
