Date,Time,TimeStamp,PlantID,Serial Number,CalNumber,Shelter,Side.s,Side,Rep,sRep,LeafSide,Both,gs_mmol.m2.s,Temp_C,RH_leaf,RH_filter
19/09/2018,13:44:26,19/09/2018 1:44:26PM,4E 10 AA,LPS1515,2806206,4,E,East,10,A,Adaxial,4-East,46.1,33.9,24.7,21.7
19/09/2018,13:45:43,19/09/2018 1:45:43PM,4E 14 AB,LPS1515,2806206,4,E,East,14,A,Abaxial,4-East,252.5,34.5,62.1,12.9
19/09/2018,13:47:37,19/09/2018 1:47:37PM,4E 14 AA,LPS1515,2806206,4,E,East,14,A,Adaxial,4-East,42.6,31.7,25.9,30.6
19/09/2018,13:50:12,19/09/2018 1:50:12PM,4W 1 AB,LPS1515,2806206,4,W,West,1,A,Abaxial,4-West,25,31.6,44.7,11.1
19/09/2018,13:51:17,19/09/2018 1:51:17PM,4W 1 AA,LPS1515,2806206,4,W,West,1,A,Adaxial,4-West,12.8,31.6,49.2,25.5
19/09/2018,13:54:15,19/09/2018 1:54:15PM,4W 4 AB,LPS1515,2806206,4,W,West,4,A,Abaxial,4-West,109.4,33.7,42,21
19/09/2018,13:57:12,19/09/2018 1:57:12PM,4W 4 AA,LPS1515,2806206,4,W,West,4,A,Adaxial,4-West,39.8,32.6,50.5,21.2
19/09/2018,13:58:33,19/09/2018 1:58:33PM,4W 11 AB,LPS1515,2806206,4,W,West,11,A,Abaxial,4-West,42.1,32.4,40.2,23.8
19/09/2018,13:59:38,19/09/2018 1:59:38PM,4W 11 AA,LPS1515,2806206,4,W,West,11,A,Adaxial,4-West,27.5,32.6,61.2,9.4
19/09/2018,12:37:00,19/09/2018 12:37:0PM,1W 6 AB,LPS1515,2806206,1,W,West,6,A,Abaxial,1-West,106.5,32.1,33.4,13.9
19/09/2018,12:39:06,19/09/2018 12:39:6PM,1W 6 AA,LPS1515,2806206,1,W,West,6,A,Adaxial,1-West,39.4,34,35.6,27.7
19/09/2018,12:42:03,19/09/2018 12:42:3PM,1W 13 AB,LPS1515,2806206,1,W,West,13,A,Abaxial,1-West,21.8,33.3,20,14.2
19/09/2018,12:44:19,19/09/2018 12:44:19PM,1W 13 AA,LPS1515,2806206,1,W,West,13,A,Adaxial,1-West,14.7,33.3,57.2,16.6
19/09/2018,12:46:38,19/09/2018 12:46:38PM,1W 15 AB,LPS1515,2806206,1,W,West,15,A,Abaxial,1-West,32.3,31.6,40,27.4
19/09/2018,12:49:19,19/09/2018 12:49:19PM,1W 15 AA,LPS1515,2806206,1,W,West,15,A,Adaxial,1-West,27.5,34.9,59.1,12.6
19/09/2018,12:52:10,19/09/2018 12:52:10PM,2E 1 AB,LPS1515,2806206,2,E,East,1,A,Abaxial,2-East,233.6,32.7,31.6,9.6
19/09/2018,12:54:00,19/09/2018 12:54:0PM,2E 1 AA,LPS1515,2806206,2,E,East,1,A,Adaxial,2-East,56.1,34.6,31,22.1
19/09/2018,12:55:18,19/09/2018 12:55:18PM,2E 4 AB,LPS1515,2806206,2,E,East,4,A,Abaxial,2-East,457.9,34.4,46.5,12
19/09/2018,12:58:06,19/09/2018 12:58:6PM,2E 4 AA,LPS1515,2806206,2,E,East,4,A,Adaxial,2-East,79.8,31.4,42.9,20.1
19/09/2018,14:01:36,19/09/2018 2:01:36PM,5E 1 AB,LPS1515,2806206,5,E,East,1,A,Abaxial,5-East,245.6,33.6,56.6,19
19/09/2018,14:04:03,19/09/2018 2:04:3PM,5E 1 AA,LPS1515,2806206,5,E,East,1,A,Adaxial,5-East,59.2,31.7,53.8,15.2
19/09/2018,14:05:19,19/09/2018 2:05:19PM,5E 5 AB,LPS1515,2806206,5,E,East,5,A,Abaxial,5-East,265.4,33.5,38.7,16.2
19/09/2018,14:07:11,19/09/2018 2:07:11PM,5E 5 AA,LPS1515,2806206,5,E,East,5,A,Adaxial,5-East,54.3,33.9,61.6,28.1
19/09/2018,14:09:07,19/09/2018 2:09:7PM,5W 2 AB,LPS1515,2806206,5,W,West,2,A,Abaxial,5-West,150.5,31.7,48,24.8
19/09/2018,14:11:09,19/09/2018 2:11:9PM,5W 2 AA,LPS1515,2806206,5,W,West,2,A,Adaxial,5-West,53.5,31.4,53.7,28.3
19/09/2018,14:12:20,19/09/2018 2:12:20PM,5W 6 AB,LPS1515,2806206,5,W,West,6,A,Abaxial,5-West,247.6,34.7,56,24.5
19/09/2018,14:13:40,19/09/2018 2:13:40PM,5W 6 AA,LPS1515,2806206,5,W,West,6,A,Adaxial,5-West,40.9,34.9,56.6,30.4
19/09/2018,14:15:01,19/09/2018 2:15:1PM,5W 7 AB,LPS1515,2806206,5,W,West,7,A,Abaxial,5-West,191.3,31.9,23.5,11.6
19/09/2018,14:17:42,19/09/2018 2:17:42PM,5W 7 AA,LPS1515,2806206,5,W,West,7,A,Adaxial,5-West,48.9,32.5,28.4,32.2
19/09/2018,14:20:33,19/09/2018 2:20:33PM,6E 2 AB,LPS1515,2806206,6,E,East,2,A,Abaxial,6-East,76.3,34.8,32.6,23.1
19/09/2018,14:22:04,19/09/2018 2:22:4PM,6E 2 AA,LPS1515,2806206,6,E,East,2,A,Adaxial,6-East,41.1,31.5,32.2,32.1
19/09/2018,14:24:42,19/09/2018 2:24:42PM,6E 4 AB,LPS1515,2806206,6,E,East,4,A,Abaxial,6-East,12.5,34,31.6,21
19/09/2018,14:26:06,19/09/2018 2:26:6PM,6E 4 AA,LPS1515,2806206,6,E,East,4,A,Adaxial,6-East,12.7,34.5,34.9,31.2
19/09/2018,14:29:00,19/09/2018 2:29:0PM,6E 7 AB,LPS1515,2806206,6,E,East,7,A,Abaxial,6-East,44.4,33.5,50.3,26.5
19/09/2018,14:30:20,19/09/2018 2:30:20PM,6E 7 AA,LPS1515,2806206,6,E,East,7,A,Adaxial,6-East,28.7,31.6,59.2,17.7
19/09/2018,14:32:26,19/09/2018 2:32:26PM,6W 1 AB,LPS1515,2806206,6,W,West,1,A,Abaxial,6-West,324.6,33.2,21.8,18.2
19/09/2018,14:34:03,19/09/2018 2:34:3PM,6W 1 AA,LPS1515,2806206,6,W,West,1,A,Adaxial,6-West,57.4,34.5,56.1,29.8
19/09/2018,14:36:33,19/09/2018 2:36:33PM,6W 13 AB,LPS1515,2806206,6,W,West,13,A,Abaxial,6-West,225.7,34.6,42.5,25
19/09/2018,14:38:42,19/09/2018 2:38:42PM,6W 13 AA,LPS1515,2806206,6,W,West,13,A,Adaxial,6-West,52.9,32,59.7,9.7
19/09/2018,14:41:08,19/09/2018 2:41:8PM,6W 16 AB,LPS1515,2806206,6,W,West,16,A,Abaxial,6-West,223.5,32.4,50.2,11.6
19/09/2018,14:43:33,19/09/2018 2:43:33PM,6W 16 AA,LPS1515,2806206,6,W,West,16,A,Adaxial,6-West,52.4,34.5,57.4,12.7
21/06/2018,14:00:33,21/06/2018 2:00:33PM,1E 6 AB,LPS1515,1606207,1,E,East,6,A,Abaxial,1-East,254,23,54.7,29.7
21/06/2018,14:01:46,21/06/2018 2:01:46PM,1E 6 AA,LPS1515,1606207,1,E,East,6,A,Adaxial,1-East,59.7,26.3,57.4,14
21/06/2018,14:02:46,21/06/2018 2:02:46PM,1E 13 AB,LPS1515,1606207,1,E,East,13,A,Abaxial,1-East,237,25.3,50.1,18.4
21/06/2018,14:04:34,21/06/2018 2:04:34PM,1E 13 AA,LPS1515,1606207,1,E,East,13,A,Adaxial,1-East,68,25.5,53.8,31.9
21/06/2018,14:07:16,21/06/2018 2:07:16PM,1E 14 AB,LPS1515,1606207,1,E,East,14,A,Abaxial,1-East,255.1,24,41.5,31.9
21/06/2018,14:09:31,21/06/2018 2:09:31PM,1E 14 AA,LPS1515,1606207,1,E,East,14,A,Adaxial,1-East,52.5,24.9,42,21.4
21/06/2018,14:11:10,21/06/2018 2:11:10PM,1W 6 AB,LPS1515,1606207,1,W,West,6,A,Abaxial,1-West,423.9,21.7,49.8,16.7
21/06/2018,14:13:26,21/06/2018 2:13:26PM,1W 6 AA,LPS1515,1606207,1,W,West,6,A,Adaxial,1-West,40.2,24.9,64.2,17.4
21/06/2018,14:16:26,21/06/2018 2:16:26PM,1W 13 AB,LPS1515,1606207,1,W,West,13,A,Abaxial,1-West,391.6,26.4,64.3,22.6
21/06/2018,14:17:32,21/06/2018 2:17:32PM,1W 13 AA,LPS1515,1606207,1,W,West,13,A,Adaxial,1-West,41.7,26.1,49.9,27.3
21/06/2018,14:20:16,21/06/2018 2:20:16PM,1W 15 AB,LPS1515,1606207,1,W,West,15,A,Abaxial,1-West,377.2,23.2,54.3,31.4
21/06/2018,14:22:20,21/06/2018 2:22:20PM,1W 15 AA,LPS1515,1606207,1,W,West,15,A,Adaxial,1-West,49.6,24.6,30.3,30
21/06/2018,14:25:22,21/06/2018 2:25:22PM,2E 1 AB,LPS1515,1606207,2,E,East,1,A,Abaxial,2-East,607.3,26.9,36.1,20.4
21/06/2018,14:28:10,21/06/2018 2:28:10PM,2E 1 AA,LPS1515,1606207,2,E,East,1,A,Adaxial,2-East,60.9,22.2,39.8,15.6
21/06/2018,14:29:16,21/06/2018 2:29:16PM,2E 4 AB,LPS1515,1606207,2,E,East,4,A,Abaxial,2-East,514.5,26.6,28.1,25.9
21/06/2018,14:31:53,21/06/2018 2:31:53PM,2E 4 AA,LPS1515,1606207,2,E,East,4,A,Adaxial,2-East,71.4,23.8,58.2,32.9
21/06/2018,14:34:10,21/06/2018 2:34:10PM,2E 11 AB,LPS1515,1606207,2,E,East,11,A,Abaxial,2-East,301.4,24.3,36.4,18.2
21/06/2018,14:36:37,21/06/2018 2:36:37PM,2E 11 AA,LPS1515,1606207,2,E,East,11,A,Adaxial,2-East,59.7,22.9,59.2,28.2
21/06/2018,14:39:14,21/06/2018 2:39:14PM,2W 1 AB,LPS1515,1606207,2,W,West,1,A,Abaxial,2-West,193,25.5,42.5,28.8
21/06/2018,14:42:16,21/06/2018 2:42:16PM,2W 1 AA,LPS1515,1606207,2,W,West,1,A,Adaxial,2-West,45.7,25.1,33.6,17.1
21/06/2018,14:44:01,21/06/2018 2:44:1PM,2W 3 AB,LPS1515,1606207,2,W,West,3,A,Abaxial,2-West,449.2,23.2,51.4,27
21/06/2018,14:46:00,21/06/2018 2:46:0PM,2W 3 AA,LPS1515,1606207,2,W,West,3,A,Adaxial,2-West,59.2,26.5,27.2,24.6
21/06/2018,14:48:41,21/06/2018 2:48:41PM,2W 10 AB,LPS1515,1606207,2,W,West,10,A,Abaxial,2-West,270.9,26.3,45.8,33.9
21/06/2018,14:52:24,21/06/2018 2:52:24PM,2W 10 AA,LPS1515,1606207,2,W,West,10,A,Adaxial,2-West,57.9,25,54.2,15.3
21/06/2018,14:55:22,21/06/2018 2:55:22PM,3E 2 AB,LPS1515,1606207,3,E,East,2,A,Abaxial,3-East,290.9,26.8,34.4,24.6
21/06/2018,14:58:47,21/06/2018 2:58:47PM,3E 2 AA,LPS1515,1606207,3,E,East,2,A,Adaxial,3-East,61.8,24.8,34.6,33
21/06/2018,15:00:58,21/06/2018 3:00:58PM,3E 11 AB,LPS1515,1606207,3,E,East,11,A,Abaxial,3-East,464.9,23.7,57.3,29.4
21/06/2018,15:04:13,21/06/2018 3:04:13PM,3E 11 AA,LPS1515,1606207,3,E,East,11,A,Adaxial,3-East,57.6,26.5,45.8,25.3
21/06/2018,15:06:12,21/06/2018 3:06:12PM,3E 15 AB,LPS1515,1606207,3,E,East,15,A,Abaxial,3-East,382.1,26.6,46.5,26.6
21/06/2018,15:08:28,21/06/2018 3:08:28PM,3E 15 AA,LPS1515,1606207,3,E,East,15,A,Adaxial,3-East,78.4,25.4,58.9,14.8
21/06/2018,15:10:04,21/06/2018 3:10:4PM,3W 7 AB,LPS1515,1606207,3,W,West,7,A,Abaxial,3-West,384.5,22.7,39.2,19.1
21/06/2018,15:13:02,21/06/2018 3:13:2PM,3W 7 AA,LPS1515,1606207,3,W,West,7,A,Adaxial,3-West,48.3,25.9,54.4,27
21/06/2018,15:16:29,21/06/2018 3:16:29PM,3W 11 AB,LPS1515,1606207,3,W,West,11,A,Abaxial,3-West,422,21,44.9,23.5
21/06/2018,15:17:55,21/06/2018 3:17:55PM,3W 11 AA,LPS1515,1606207,3,W,West,11,A,Adaxial,3-West,40.6,23.1,28.9,30.4
21/06/2018,15:19:18,21/06/2018 3:19:18PM,3W 14 AB,LPS1515,1606207,3,W,West,14,A,Abaxial,3-West,306.4,25.2,61.4,16.7
21/06/2018,15:20:30,21/06/2018 3:20:30PM,3W 14 AA,LPS1515,1606207,3,W,West,14,A,Adaxial,3-West,58.9,22.6,57.6,21.1
21/06/2018,15:23:08,21/06/2018 3:23:8PM,4E 3 AB,LPS1515,1606207,4,E,East,3,A,Abaxial,4-East,380.2,22.4,38,23.9
21/06/2018,15:26:32,21/06/2018 3:26:32PM,4E 3 AA,LPS1515,1606207,4,E,East,3,A,Adaxial,4-East,48.8,23.9,43.3,32.4
21/06/2018,15:27:54,21/06/2018 3:27:54PM,4E 10 AB,LPS1515,1606207,4,E,East,10,A,Abaxial,4-East,492.1,22.1,44.9,20.4
21/06/2018,15:30:15,21/06/2018 3:30:15PM,4E 10 AA,LPS1515,1606207,4,E,East,10,A,Adaxial,4-East,55.4,25.6,42.6,19.6
21/06/2018,15:34:05,21/06/2018 3:34:5PM,4E 14 AB,LPS1515,1606207,4,E,East,14,A,Abaxial,4-East,492.2,26.7,27.5,19
21/06/2018,15:36:43,21/06/2018 3:36:43PM,4E 14 AA,LPS1515,1606207,4,E,East,14,A,Adaxial,4-East,53.1,25.1,39.5,24.7
21/06/2018,15:38:37,21/06/2018 3:38:37PM,4W 1 AB,LPS1515,1606207,4,W,West,1,A,Abaxial,4-West,353.3,21.7,60.5,16
21/06/2018,15:42:26,21/06/2018 3:42:26PM,4W 1 AA,LPS1515,1606207,4,W,West,1,A,Adaxial,4-West,59.9,26.5,28.5,18.2
21/06/2018,15:43:54,21/06/2018 3:43:54PM,4W 4 AB,LPS1515,1606207,4,W,West,4,A,Abaxial,4-West,628.3,25.2,35.8,23.2
21/06/2018,15:46:14,21/06/2018 3:46:14PM,4W 4 AA,LPS1515,1606207,4,W,West,4,A,Adaxial,4-West,43.1,25.2,44.6,30.3
21/06/2018,15:48:25,21/06/2018 3:48:25PM,4W 11 AB,LPS1515,1606207,4,W,West,11,A,Abaxial,4-West,367.3,26.9,52.2,33.7
21/06/2018,15:50:13,21/06/2018 3:50:13PM,4W 11 AA,LPS1515,1606207,4,W,West,11,A,Adaxial,4-West,50.8,21.4,35.1,27.9
21/06/2018,15:54:07,21/06/2018 3:54:7PM,5E 1 AB,LPS1515,1606207,5,E,East,1,A,Abaxial,5-East,402.5,25.9,62.6,15.5
21/06/2018,15:57:34,21/06/2018 3:57:34PM,5E 1 AA,LPS1515,1606207,5,E,East,1,A,Adaxial,5-East,52.3,22.6,35,16.1
21/06/2018,16:00:51,21/06/2018 4:00:51PM,5E 5 AB,LPS1515,1606207,5,E,East,5,A,Abaxial,5-East,411.8,26.9,35.3,30.6
21/06/2018,16:04:27,21/06/2018 4:04:27PM,5E 5 AA,LPS1515,1606207,5,E,East,5,A,Adaxial,5-East,42.7,25.6,50.3,26.7
21/06/2018,16:06:28,21/06/2018 4:06:28PM,5W 2 AB,LPS1515,1606207,5,W,West,2,A,Abaxial,5-West,380.3,21.3,54.8,14.9
21/06/2018,16:08:02,21/06/2018 4:08:2PM,5W 2 AA,LPS1515,1606207,5,W,West,2,A,Adaxial,5-West,42,21.1,57.7,25.7
21/06/2018,16:09:55,21/06/2018 4:09:55PM,5W 6 AB,LPS1515,1606207,5,W,West,6,A,Abaxial,5-West,685.7,26.2,46.9,14.8
21/06/2018,16:11:55,21/06/2018 4:11:55PM,5W 6 AA,LPS1515,1606207,5,W,West,6,A,Adaxial,5-West,48.3,23.5,65.2,28.9
21/06/2018,16:15:35,21/06/2018 4:15:35PM,5W 7 AB,LPS1515,1606207,5,W,West,7,A,Abaxial,5-West,484.3,26.5,53.1,20.6
21/06/2018,16:17:46,21/06/2018 4:17:46PM,5W 7 AA,LPS1515,1606207,5,W,West,7,A,Adaxial,5-West,44.7,21.8,43.9,31.1
21/06/2018,16:19:20,21/06/2018 4:19:20PM,6E 2 AB,LPS1515,1606207,6,E,East,2,A,Abaxial,6-East,579.4,22,36,17
21/06/2018,16:21:06,21/06/2018 4:21:6PM,6E 2 AA,LPS1515,1606207,6,E,East,2,A,Adaxial,6-East,54.7,21,62.2,14
21/06/2018,16:24:26,21/06/2018 4:24:26PM,6E 4 AB,LPS1515,1606207,6,E,East,4,A,Abaxial,6-East,421.7,26.1,64.1,17.5
21/06/2018,16:27:04,21/06/2018 4:27:4PM,6E 4 AA,LPS1515,1606207,6,E,East,4,A,Adaxial,6-East,48.5,26.5,40.5,20.1
21/06/2018,16:30:06,21/06/2018 4:30:6PM,6E 7 AB,LPS1515,1606207,6,E,East,7,A,Abaxial,6-East,350.9,24.8,27.7,19.3
21/06/2018,16:31:14,21/06/2018 4:31:14PM,6E 7 AA,LPS1515,1606207,6,E,East,7,A,Adaxial,6-East,54,25.4,31.8,27.5
21/06/2018,16:34:53,21/06/2018 4:34:53PM,6W 1 AB,LPS1515,1606207,6,W,West,1,A,Abaxial,6-West,588.8,21.8,58,20.8
21/06/2018,16:38:20,21/06/2018 4:38:20PM,6W 1 AA,LPS1515,1606207,6,W,West,1,A,Adaxial,6-West,41.8,22.6,54.4,31.1
21/06/2018,16:40:38,21/06/2018 4:40:38PM,6W 13 AB,LPS1515,1606207,6,W,West,13,A,Abaxial,6-West,449.7,23.5,47.7,24
21/06/2018,16:42:28,21/06/2018 4:42:28PM,6W 13 AA,LPS1515,1606207,6,W,West,13,A,Adaxial,6-West,51.1,26.6,65.4,31.1
21/06/2018,16:43:44,21/06/2018 4:43:44PM,6W 16 AB,LPS1515,1606207,6,W,West,16,A,Abaxial,6-West,367.8,26.7,38.9,33.4
21/06/2018,16:45:26,21/06/2018 4:45:26PM,6W 16 AA,LPS1515,1606207,6,W,West,16,A,Adaxial,6-West,56.5,26.7,43.5,16.6
21/08/2018,13:26:53,21/08/2018 1:26:53PM,1E 6 AB,LPS1515,2306006,1,E,East,6,A,Abaxial,1-East,431,24.4,52.2,27.9
21/08/2018,13:30:22,21/08/2018 1:30:22PM,1E 6 AA,LPS1515,2306006,1,E,East,6,A,Adaxial,1-East,55,19.8,27.3,13.9
21/08/2018,13:33:28,21/08/2018 1:33:28PM,1E 13 AB,LPS1515,2306006,1,E,East,13,A,Abaxial,1-East,296.1,22.2,24.6,17
21/08/2018,13:36:24,21/08/2018 1:36:24PM,1E 13 AA,LPS1515,2306006,1,E,East,13,A,Adaxial,1-East,64.7,24.4,40.3,11.9
21/08/2018,13:39:35,21/08/2018 1:39:35PM,1E 14 AB,LPS1515,2306006,1,E,East,14,A,Abaxial,1-East,392.8,21,17.4,19.4
21/08/2018,13:43:19,21/08/2018 1:43:19PM,1E 14 AA,LPS1515,2306006,1,E,East,14,A,Adaxial,1-East,62.5,22.2,31.9,23.2
21/08/2018,13:46:43,21/08/2018 1:46:43PM,1W 6 AB,LPS1515,2306006,1,W,West,6,A,Abaxial,1-West,288.2,18.3,38.9,17.7
21/08/2018,13:49:33,21/08/2018 1:49:33PM,1W 6 AA,LPS1515,2306006,1,W,West,6,A,Adaxial,1-West,51.4,22.4,36,14.5
21/08/2018,13:51:53,21/08/2018 1:51:53PM,1W 13 AB,LPS1515,2306006,1,W,West,13,A,Abaxial,1-West,39.3,16.4,30.7,20.5
21/08/2018,13:54:24,21/08/2018 1:54:24PM,1W 13 AA,LPS1515,2306006,1,W,West,13,A,Adaxial,1-West,24,21.7,47.9,12.9
21/08/2018,13:58:14,21/08/2018 1:58:14PM,1W 15 AB,LPS1515,2306006,1,W,West,15,A,Abaxial,1-West,71.3,18.9,47.2,26.9
21/08/2018,14:00:44,21/08/2018 2:00:44PM,1W 15 AA,LPS1515,2306006,1,W,West,15,A,Adaxial,1-West,58.3,23.5,51.3,26.2
21/08/2018,14:03:34,21/08/2018 2:03:34PM,2E 1 AB,LPS1515,2306006,2,E,East,1,A,Abaxial,2-East,555.4,16.8,56.2,10.6
21/08/2018,14:07:18,21/08/2018 2:07:18PM,2E 1 AA,LPS1515,2306006,2,E,East,1,A,Adaxial,2-East,56.5,19.5,58,12.8
21/08/2018,14:10:28,21/08/2018 2:10:28PM,2E 4 AB,LPS1515,2306006,2,E,East,4,A,Abaxial,2-East,380.7,18.8,23,10.2
21/08/2018,14:13:19,21/08/2018 2:13:19PM,2E 4 AA,LPS1515,2306006,2,E,East,4,A,Adaxial,2-East,71.2,20.1,36.4,24.3
21/08/2018,14:17:04,21/08/2018 2:17:4PM,2E 11 AB,LPS1515,2306006,2,E,East,11,A,Abaxial,2-East,265.9,21.4,25.7,13.9
21/08/2018,14:20:31,21/08/2018 2:20:31PM,2E 11 AA,LPS1515,2306006,2,E,East,11,A,Adaxial,2-East,45,21.4,34.8,17.3
21/08/2018,14:23:08,21/08/2018 2:23:8PM,2W 1 AB,LPS1515,2306006,2,W,West,1,A,Abaxial,2-West,424.7,21.2,19.3,28.6
21/08/2018,14:26:59,21/08/2018 2:26:59PM,2W 1 AA,LPS1515,2306006,2,W,West,1,A,Adaxial,2-West,47.5,23.4,55.7,11.8
21/08/2018,14:29:11,21/08/2018 2:29:11PM,2W 3 AB,LPS1515,2306006,2,W,West,3,A,Abaxial,2-West,181.1,17.2,19.9,12.5
21/08/2018,14:33:09,21/08/2018 2:33:9PM,2W 3 AA,LPS1515,2306006,2,W,West,3,A,Adaxial,2-West,50.9,21.2,37.1,9.3
21/08/2018,14:36:43,21/08/2018 2:36:43PM,2W 10 AB,LPS1515,2306006,2,W,West,10,A,Abaxial,2-West,20.3,20.5,36.5,22.8
21/08/2018,14:40:25,21/08/2018 2:40:25PM,2W 10 AA,LPS1515,2306006,2,W,West,10,A,Adaxial,2-West,30.6,16.1,30.6,26.5
21/08/2018,14:42:32,21/08/2018 2:42:32PM,3E 2 AB,LPS1515,2306006,3,E,East,2,A,Abaxial,3-East,237.7,24.4,49.2,16
21/08/2018,14:44:53,21/08/2018 2:44:53PM,3E 2 AA,LPS1515,2306006,3,E,East,2,A,Adaxial,3-East,56.9,22.6,34.2,19
21/08/2018,14:47:38,21/08/2018 2:47:38PM,3E 11 AB,LPS1515,2306006,3,E,East,11,A,Abaxial,3-East,372,19.3,30.1,25.3
21/08/2018,14:50:59,21/08/2018 2:50:59PM,3E 11 AA,LPS1515,2306006,3,E,East,11,A,Adaxial,3-East,56.6,23.9,21.9,11.3
21/08/2018,14:53:21,21/08/2018 2:53:21PM,3E 15 AB,LPS1515,2306006,3,E,East,15,A,Abaxial,3-East,434.2,23,45.5,23.2
21/08/2018,14:56:06,21/08/2018 2:56:6PM,3E 15 AA,LPS1515,2306006,3,E,East,15,A,Adaxial,3-East,69.5,24.3,17.3,20.5
21/08/2018,14:59:03,21/08/2018 2:59:3PM,3W 7 AB,LPS1515,2306006,3,W,West,7,A,Abaxial,3-West,329.8,20.6,57.6,23.9
21/08/2018,15:01:58,21/08/2018 3:01:58PM,3W 7 AA,LPS1515,2306006,3,W,West,7,A,Adaxial,3-West,40.2,18.3,52.5,20.8
21/08/2018,15:05:31,21/08/2018 3:05:31PM,3W 11 AB,LPS1515,2306006,3,W,West,11,A,Abaxial,3-West,149.3,22,45.1,15.3
21/08/2018,15:09:28,21/08/2018 3:09:28PM,3W 11 AA,LPS1515,2306006,3,W,West,11,A,Adaxial,3-West,45.3,20,50.4,8.2
21/08/2018,15:12:58,21/08/2018 3:12:58PM,3W 14 AB,LPS1515,2306006,3,W,West,14,A,Abaxial,3-West,21.5,18.3,46.2,26.4
21/08/2018,15:16:37,21/08/2018 3:16:37PM,3W 14 AA,LPS1515,2306006,3,W,West,14,A,Adaxial,3-West,20.9,21.7,43.8,10.3
21/08/2018,15:19:40,21/08/2018 3:19:40PM,4E 3 AB,LPS1515,2306006,4,E,East,3,A,Abaxial,4-East,40.5,24.8,48.3,27.4
21/08/2018,15:22:02,21/08/2018 3:22:2PM,4E 3 AA,LPS1515,2306006,4,E,East,3,A,Adaxial,4-East,26.7,23.1,59.6,14.2
21/08/2018,15:25:05,21/08/2018 3:25:5PM,4E 10 AB,LPS1515,2306006,4,E,East,10,A,Abaxial,4-East,97.2,24.9,21.9,18.4
21/08/2018,15:27:55,21/08/2018 3:27:55PM,4E 10 AA,LPS1515,2306006,4,E,East,10,A,Adaxial,4-East,43,18.6,49.6,23.6
21/08/2018,15:30:08,21/08/2018 3:30:8PM,4E 14 AB,LPS1515,2306006,4,E,East,14,A,Abaxial,4-East,241.5,19.7,22.1,29.3
21/08/2018,15:32:47,21/08/2018 3:32:47PM,4E 14 AA,LPS1515,2306006,4,E,East,14,A,Adaxial,4-East,59.8,21.6,20.2,23.4
21/08/2018,15:36:16,21/08/2018 3:36:16PM,4W 1 AB,LPS1515,2306006,4,W,West,1,A,Abaxial,4-West,39.9,23.9,38.9,9.9
21/08/2018,15:38:35,21/08/2018 3:38:35PM,4W 1 AA,LPS1515,2306006,4,W,West,1,A,Adaxial,4-West,23.4,20.8,17.5,26.9
21/08/2018,15:41:35,21/08/2018 3:41:35PM,4W 4 AB,LPS1515,2306006,4,W,West,4,A,Abaxial,4-West,191.6,20.3,35.1,21.5
21/08/2018,15:44:16,21/08/2018 3:44:16PM,4W 4 AA,LPS1515,2306006,4,W,West,4,A,Adaxial,4-West,40,20,31,8.8
21/08/2018,15:47:58,21/08/2018 3:47:58PM,4W 11 AB,LPS1515,2306006,4,W,West,11,A,Abaxial,4-West,92.3,18.8,17.9,19.7
21/08/2018,15:51:28,21/08/2018 3:51:28PM,4W 11 AA,LPS1515,2306006,4,W,West,11,A,Adaxial,4-West,56.9,16.7,49.2,25.6
21/08/2018,15:54:36,21/08/2018 3:54:36PM,5E 1 AB,LPS1515,2306006,5,E,East,1,A,Abaxial,5-East,154.6,21.6,45.8,8.2
21/08/2018,15:57:23,21/08/2018 3:57:23PM,5E 1 AA,LPS1515,2306006,5,E,East,1,A,Adaxial,5-East,40.4,22.8,59.5,16.8
21/08/2018,16:00:15,21/08/2018 4:00:15PM,5E 5 AB,LPS1515,2306006,5,E,East,5,A,Abaxial,5-East,197.6,16,49.8,8.6
21/08/2018,16:03:10,21/08/2018 4:03:10PM,5E 5 AA,LPS1515,2306006,5,E,East,5,A,Adaxial,5-East,59.4,20,59.1,15.3
21/08/2018,16:06:55,21/08/2018 4:06:55PM,5W 2 AB,LPS1515,2306006,5,W,West,2,A,Abaxial,5-West,47.8,18,55.3,28.7
21/08/2018,16:10:35,21/08/2018 4:10:35PM,5W 2 AA,LPS1515,2306006,5,W,West,2,A,Adaxial,5-West,29.5,18.6,34.7,17.7
21/08/2018,16:12:47,21/08/2018 4:12:47PM,5W 6 AB,LPS1515,2306006,5,W,West,6,A,Abaxial,5-West,214.7,18.3,41.6,26.7
21/08/2018,16:15:16,21/08/2018 4:15:16PM,5W 6 AA,LPS1515,2306006,5,W,West,6,A,Adaxial,5-West,55.2,22.5,47.6,8.7
21/08/2018,16:17:53,21/08/2018 4:17:53PM,5W 7 AB,LPS1515,2306006,5,W,West,7,A,Abaxial,5-West,112.7,17.7,17.6,15.6
21/08/2018,16:20:16,21/08/2018 4:20:16PM,5W 7 AA,LPS1515,2306006,5,W,West,7,A,Adaxial,5-West,59.1,16.2,44.9,28.7
21/08/2018,16:23:20,21/08/2018 4:23:20PM,6E 2 AB,LPS1515,2306006,6,E,East,2,A,Abaxial,6-East,265,21.5,42.3,27.3
21/08/2018,16:25:34,21/08/2018 4:25:34PM,6E 2 AA,LPS1515,2306006,6,E,East,2,A,Adaxial,6-East,53.1,22.1,51.6,26.4
