Date,Time,TimeStamp,PlantID,Serial Number,CalNumber,Shelter,Side.s,Side,Rep,sRep,LeafSide,Both,gs_mmol.m2.s,Temp_C,RH_leaf,RH_filter
21/08/2018,16:29:30,21/08/2018 4:29:30PM,6E 4 AB,LPS1515,2306006,6,E,East,4,A,Abaxial,6-East,32.7,23.3,29.8,22.6
21/08/2018,16:32:05,21/08/2018 4:32:5PM,6E 4 AA,LPS1515,2306006,6,E,East,4,A,Adaxial,6-East,30.6,18.5,45.6,18.9
21/08/2018,16:36:01,21/08/2018 4:36:1PM,6E 7 AB,LPS1515,2306006,6,E,East,7,A,Abaxial,6-East,162.7,23.1,54.9,26.3
21/08/2018,16:38:04,21/08/2018 4:38:4PM,6E 7 AA,LPS1515,2306006,6,E,East,7,A,Adaxial,6-East,46.1,19.3,33.3,11.3
21/08/2018,16:40:11,21/08/2018 4:40:11PM,6W 1 AB,LPS1515,2306006,6,W,West,1,A,Abaxial,6-West,252.6,20.1,23.2,26.9
21/08/2018,16:42:32,21/08/2018 4:42:32PM,6W 1 AA,LPS1515,2306006,6,W,West,1,A,Adaxial,6-West,55,22.5,30.3,12.1
21/08/2018,16:44:52,21/08/2018 4:44:52PM,6W 13 AB,LPS1515,2306006,6,W,West,13,A,Abaxial,6-West,101,19.2,26.1,10.5
21/08/2018,16:47:51,21/08/2018 4:47:51PM,6W 13 AA,LPS1515,2306006,6,W,West,13,A,Adaxial,6-West,46.6,16.1,42.3,16.7
21/08/2018,16:50:05,21/08/2018 4:50:5PM,6W 16 AB,LPS1515,2306006,6,W,West,16,A,Abaxial,6-West,23.3,16.7,38.1,13.8
21/08/2018,16:52:18,21/08/2018 4:52:18PM,6W 16 AA,LPS1515,2306006,6,W,West,16,A,Adaxial,6-West,25.9,21,41.9,22.8
25/05/2018,13:00:47,25/05/2018 1:00:47PM,4W 11 AA,LPS1515,2507108,4,W,West,11,A,Adaxial,4-West,42.2,24.2,34.3,15.89
25/05/2018,13:02:46,25/05/2018 1:02:46PM,5E 1 AB,LPS1515,2507108,5,E,East,1,A,Abaxial,5-East,535.5,23.4,30.9,20.26
25/05/2018,13:06:39,25/05/2018 1:06:39PM,5E 1 AA,LPS1515,2507108,5,E,East,1,A,Adaxial,5-East,53.9,25.9,61.9,26.07
25/05/2018,13:08:28,25/05/2018 1:08:28PM,5E 5 AB,LPS1515,2507108,5,E,East,5,A,Abaxial,5-East,541.2,24.4,27.3,15.93
25/05/2018,13:10:16,25/05/2018 1:10:16PM,5E 5 AA,LPS1515,2507108,5,E,East,5,A,Adaxial,5-East,53.5,24.5,60.1,23.13
25/05/2018,13:11:28,25/05/2018 1:11:28PM,5W 2 AB,LPS1515,2507108,5,W,West,2,A,Abaxial,5-West,408.5,24.4,33.4,27.58
25/05/2018,13:13:28,25/05/2018 1:13:28PM,5W 2 AA,LPS1515,2507108,5,W,West,2,A,Adaxial,5-West,41.9,25.8,61.3,32.01
25/05/2018,13:17:26,25/05/2018 1:17:26PM,5W 6 AB,LPS1515,2507108,5,W,West,6,A,Abaxial,5-West,439.9,25.3,52.3,24.99
25/05/2018,13:19:26,25/05/2018 1:19:26PM,5W 6 AA,LPS1515,2507108,5,W,West,6,A,Adaxial,5-West,53.1,22.3,33.3,31.68
25/05/2018,13:22:17,25/05/2018 1:22:17PM,5W 7 AB,LPS1515,2507108,5,W,West,7,A,Abaxial,5-West,699.7,25.1,41.5,13.67
25/05/2018,13:25:47,25/05/2018 1:25:47PM,5W 7 AA,LPS1515,2507108,5,W,West,7,A,Adaxial,5-West,48.5,24.1,43.8,21.85
25/05/2018,13:28:58,25/05/2018 1:28:58PM,6E 2 AB,LPS1515,2507108,6,E,East,2,A,Abaxial,6-East,697.3,22.6,51.7,21.74
25/05/2018,13:32:50,25/05/2018 1:32:50PM,6E 2 AA,LPS1515,2507108,6,E,East,2,A,Adaxial,6-East,51.3,23.6,54.4,13.29
25/05/2018,13:36:45,25/05/2018 1:36:45PM,6E 4 AB,LPS1515,2507108,6,E,East,4,A,Abaxial,6-East,587.9,22.9,51.3,17.33
25/05/2018,13:39:41,25/05/2018 1:39:41PM,6E 4 AA,LPS1515,2507108,6,E,East,4,A,Adaxial,6-East,41.7,23,53.2,27.88
25/05/2018,13:41:12,25/05/2018 1:41:12PM,6E 7 AB,LPS1515,2507108,6,E,East,7,A,Abaxial,6-East,444.9,21.5,57.3,17
25/05/2018,13:42:41,25/05/2018 1:42:41PM,6E 7 AA,LPS1515,2507108,6,E,East,7,A,Adaxial,6-East,55.7,21.8,59.8,29.65
25/05/2018,13:46:12,25/05/2018 1:46:12PM,6W 1 AB,LPS1515,2507108,6,W,West,1,A,Abaxial,6-West,691.7,24,36.5,23.63
25/05/2018,13:49:32,25/05/2018 1:49:32PM,6W 1 AA,LPS1515,2507108,6,W,West,1,A,Adaxial,6-West,48.7,26.1,48.1,26.46
25/05/2018,13:53:07,25/05/2018 1:53:7PM,6W 13 AB,LPS1515,2507108,6,W,West,13,A,Abaxial,6-West,683.6,22.9,27.6,30.76
25/05/2018,13:56:20,25/05/2018 1:56:20PM,6W 13 AA,LPS1515,2507108,6,W,West,13,A,Adaxial,6-West,55.7,22.9,45.7,32.74
25/05/2018,13:57:57,25/05/2018 1:57:57PM,6W 16 AB,LPS1515,2507108,6,W,West,16,A,Abaxial,6-West,431.8,21.3,37,15.63
25/05/2018,13:59:58,25/05/2018 1:59:58PM,6W 16 AA,LPS1515,2507108,6,W,West,16,A,Adaxial,6-West,56,21.4,33.1,34.95
25/05/2018,11:04:24,25/05/2018 11:04:24AM,1E 6 AB,LPS1515,2507108,1,E,East,6,A,Abaxial,1-East,355.8,24.6,33.5,33.79
25/05/2018,11:06:56,25/05/2018 11:06:56AM,1E 6 AA,LPS1515,2507108,1,E,East,6,A,Adaxial,1-East,59.7,22.9,49.1,31.14
25/05/2018,11:09:32,25/05/2018 11:09:32AM,1E 13 AB,LPS1515,2507108,1,E,East,13,A,Abaxial,1-East,222.8,25.2,54.7,24.79
25/05/2018,11:12:59,25/05/2018 11:12:59AM,1E 13 AA,LPS1515,2507108,1,E,East,13,A,Adaxial,1-East,54.9,26.6,54.7,27.51
25/05/2018,11:16:41,25/05/2018 11:16:41AM,1E 14 AB,LPS1515,2507108,1,E,East,14,A,Abaxial,1-East,359.6,25.5,36.4,34.44
25/05/2018,11:18:30,25/05/2018 11:18:30AM,1E 14 AA,LPS1515,2507108,1,E,East,14,A,Adaxial,1-East,73.1,21.7,28.9,21.58
25/05/2018,11:21:42,25/05/2018 11:21:42AM,1W 6 AB,LPS1515,2507108,1,W,West,6,A,Abaxial,1-West,635.5,25.2,42.9,28.97
25/05/2018,11:23:00,25/05/2018 11:23:0AM,1W 6 AA,LPS1515,2507108,1,W,West,6,A,Adaxial,1-West,47.1,22.4,40,30.14
25/05/2018,11:26:32,25/05/2018 11:26:32AM,1W 13 AB,LPS1515,2507108,1,W,West,13,A,Abaxial,1-West,485.5,23.1,49,20.94
25/05/2018,11:29:13,25/05/2018 11:29:13AM,1W 13 AA,LPS1515,2507108,1,W,West,13,A,Adaxial,1-West,54,21.7,32.7,32.59
25/05/2018,11:30:31,25/05/2018 11:30:31AM,1W 15 AB,LPS1515,2507108,1,W,West,15,A,Abaxial,1-West,471.9,22.2,57.4,14.7
25/05/2018,11:34:18,25/05/2018 11:34:18AM,1W 15 AA,LPS1515,2507108,1,W,West,15,A,Adaxial,1-West,53.5,25.1,44.2,21.26
25/05/2018,11:36:05,25/05/2018 11:36:5AM,2E 1 AB,LPS1515,2507108,2,E,East,1,A,Abaxial,2-East,361,23.4,42.9,26.77
25/05/2018,11:39:25,25/05/2018 11:39:25AM,2E 1 AA,LPS1515,2507108,2,E,East,1,A,Adaxial,2-East,56.2,21.9,33.5,26.03
25/05/2018,11:41:37,25/05/2018 11:41:37AM,2E 4 AB,LPS1515,2507108,2,E,East,4,A,Abaxial,2-East,317.5,22,54.7,31.64
25/05/2018,11:43:39,25/05/2018 11:43:39AM,2E 4 AA,LPS1515,2507108,2,E,East,4,A,Adaxial,2-East,44.7,24.5,28.3,27.64
25/05/2018,11:46:26,25/05/2018 11:46:26AM,2E 11 AB,LPS1515,2507108,2,E,East,11,A,Abaxial,2-East,413.6,26.8,46.4,25.15
25/05/2018,11:48:42,25/05/2018 11:48:42AM,2E 11 AA,LPS1515,2507108,2,E,East,11,A,Adaxial,2-East,46.3,21.9,62.7,14.71
25/05/2018,11:50:51,25/05/2018 11:50:51AM,2W 1 AB,LPS1515,2507108,2,W,West,1,A,Abaxial,2-West,639,24.5,59.1,25.41
25/05/2018,11:54:28,25/05/2018 11:54:28AM,2W 1 AA,LPS1515,2507108,2,W,West,1,A,Adaxial,2-West,59.3,24,47.8,33.89
25/05/2018,11:55:29,25/05/2018 11:55:29AM,2W 3 AB,LPS1515,2507108,2,W,West,3,A,Abaxial,2-West,416.4,21.7,53.9,20.22
25/05/2018,11:57:07,25/05/2018 11:57:7AM,2W 3 AA,LPS1515,2507108,2,W,West,3,A,Adaxial,2-West,56.6,21.1,32.7,30.19
25/05/2018,11:58:42,25/05/2018 11:58:42AM,2W 10 AB,LPS1515,2507108,2,W,West,10,A,Abaxial,2-West,506.5,23.9,50.5,20.55
25/05/2018,12:00:46,25/05/2018 12:00:46PM,2W 10 AA,LPS1515,2507108,2,W,West,10,A,Adaxial,2-West,57.1,26.8,52.1,29.93
25/05/2018,12:02:18,25/05/2018 12:02:18PM,3E 2 AB,LPS1515,2507108,3,E,East,2,A,Abaxial,3-East,427.8,25.3,62.9,17.1
25/05/2018,12:03:41,25/05/2018 12:03:41PM,3E 2 AA,LPS1515,2507108,3,E,East,2,A,Adaxial,3-East,48.2,21.9,40.7,14.3
25/05/2018,12:06:24,25/05/2018 12:06:24PM,3E 11 AB,LPS1515,2507108,3,E,East,11,A,Abaxial,3-East,398.5,22.8,34.5,16.24
25/05/2018,12:09:05,25/05/2018 12:09:5PM,3E 11 AA,LPS1515,2507108,3,E,East,11,A,Adaxial,3-East,55.2,23.2,43.1,19.74
25/05/2018,12:13:04,25/05/2018 12:13:4PM,3E 15 AB,LPS1515,2507108,3,E,East,15,A,Abaxial,3-East,319.2,26.7,32.4,26.03
25/05/2018,12:14:21,25/05/2018 12:14:21PM,3E 15 AA,LPS1515,2507108,3,E,East,15,A,Adaxial,3-East,76.1,21.3,48.3,24.48
25/05/2018,12:17:40,25/05/2018 12:17:40PM,3W 7 AB,LPS1515,2507108,3,W,West,7,A,Abaxial,3-West,699,22.3,40.3,32.06
25/05/2018,12:19:43,25/05/2018 12:19:43PM,3W 7 AA,LPS1515,2507108,3,W,West,7,A,Adaxial,3-West,57.1,26.3,51.7,13.38
25/05/2018,12:22:43,25/05/2018 12:22:43PM,3W 11 AB,LPS1515,2507108,3,W,West,11,A,Abaxial,3-West,495.1,21.6,29.9,23.5
25/05/2018,12:25:58,25/05/2018 12:25:58PM,3W 11 AA,LPS1515,2507108,3,W,West,11,A,Adaxial,3-West,51.6,21,33.2,28.18
25/05/2018,12:27:07,25/05/2018 12:27:7PM,3W 14 AB,LPS1515,2507108,3,W,West,14,A,Abaxial,3-West,629.4,22.2,59,25.2
25/05/2018,12:29:08,25/05/2018 12:29:8PM,3W 14 AA,LPS1515,2507108,3,W,West,14,A,Adaxial,3-West,50.3,22.8,43.5,31.39
25/05/2018,12:32:46,25/05/2018 12:32:46PM,4E 3 AB,LPS1515,2507108,4,E,East,3,A,Abaxial,4-East,669.6,25.9,46.5,20.66
25/05/2018,12:35:13,25/05/2018 12:35:13PM,4E 3 AA,LPS1515,2507108,4,E,East,3,A,Adaxial,4-East,41.7,23.7,55.4,21.82
25/05/2018,12:36:30,25/05/2018 12:36:30PM,4E 10 AB,LPS1515,2507108,4,E,East,10,A,Abaxial,4-East,682.9,26.8,54,18.38
25/05/2018,12:40:08,25/05/2018 12:40:8PM,4E 10 AA,LPS1515,2507108,4,E,East,10,A,Adaxial,4-East,44.8,23.1,36.1,19.15
25/05/2018,12:42:24,25/05/2018 12:42:24PM,4E 14 AB,LPS1515,2507108,4,E,East,14,A,Abaxial,4-East,695.7,25.4,52.9,16.49
25/05/2018,12:43:47,25/05/2018 12:43:47PM,4E 14 AA,LPS1515,2507108,4,E,East,14,A,Adaxial,4-East,46.1,25.6,32.7,32.09
25/05/2018,12:47:01,25/05/2018 12:47:1PM,4W 1 AB,LPS1515,2507108,4,W,West,1,A,Abaxial,4-West,676.8,21.3,62.3,28.03
25/05/2018,12:50:13,25/05/2018 12:50:13PM,4W 1 AA,LPS1515,2507108,4,W,West,1,A,Adaxial,4-West,52.4,22.3,49.4,16.49
25/05/2018,12:52:00,25/05/2018 12:52:0PM,4W 4 AB,LPS1515,2507108,4,W,West,4,A,Abaxial,4-West,508.4,24.4,39.2,14.76
25/05/2018,12:54:02,25/05/2018 12:54:2PM,4W 4 AA,LPS1515,2507108,4,W,West,4,A,Adaxial,4-West,52,26.5,57.8,13.38
25/05/2018,12:57:54,25/05/2018 12:57:54PM,4W 11 AB,LPS1515,2507108,4,W,West,11,A,Abaxial,4-West,475,24.7,53.4,33.96
26/07/2018,13:01:56,26/07/2018 1:01:56PM,4W 1 AB,LPS1515,2205806,4,W,West,1,A,Abaxial,4-West,216.4,18.4,26,24.7
26/07/2018,13:04:16,26/07/2018 1:04:16PM,4W 1 AA,LPS1515,2205806,4,W,West,1,A,Adaxial,4-West,47.9,15.5,50.1,20.9
26/07/2018,13:07:57,26/07/2018 1:07:57PM,4W 4 AB,LPS1515,2205806,4,W,West,4,A,Abaxial,4-West,334.4,16.3,30,22.9
26/07/2018,13:10:33,26/07/2018 1:10:33PM,4W 4 AA,LPS1515,2205806,4,W,West,4,A,Adaxial,4-West,57.9,20.5,61.1,16.2
26/07/2018,13:13:08,26/07/2018 1:13:8PM,4W 11 AB,LPS1515,2205806,4,W,West,11,A,Abaxial,4-West,433.2,18.5,24.3,19.5
26/07/2018,13:17:03,26/07/2018 1:17:3PM,4W 11 AA,LPS1515,2205806,4,W,West,11,A,Adaxial,4-West,42.9,22.2,36.8,22.5
26/07/2018,13:19:31,26/07/2018 1:19:31PM,5E 1 AB,LPS1515,2205806,5,E,East,1,A,Abaxial,5-East,498.9,22.8,48.1,20.8
26/07/2018,13:22:22,26/07/2018 1:22:22PM,5E 1 AA,LPS1515,2205806,5,E,East,1,A,Adaxial,5-East,46,17.3,49.2,23.2
26/07/2018,13:24:47,26/07/2018 1:24:47PM,5E 5 AB,LPS1515,2205806,5,E,East,5,A,Abaxial,5-East,301.9,19.5,55.9,30.1
26/07/2018,13:28:26,26/07/2018 1:28:26PM,5E 5 AA,LPS1515,2205806,5,E,East,5,A,Adaxial,5-East,40.6,23.9,42.9,22
26/07/2018,13:32:03,26/07/2018 1:32:3PM,5W 2 AB,LPS1515,2205806,5,W,West,2,A,Abaxial,5-West,315.5,28.9,32.5,27.8
26/07/2018,13:36:01,26/07/2018 1:36:1PM,5W 2 AA,LPS1515,2205806,5,W,West,2,A,Adaxial,5-West,45.5,28,62.1,18.3
26/07/2018,13:39:07,26/07/2018 1:39:7PM,5W 6 AB,LPS1515,2205806,5,W,West,6,A,Abaxial,5-West,283.2,21.5,24.5,29.7
26/07/2018,13:42:26,26/07/2018 1:42:26PM,5W 6 AA,LPS1515,2205806,5,W,West,6,A,Adaxial,5-West,41.4,18.7,23,27.8
26/07/2018,13:45:13,26/07/2018 1:45:13PM,5W 7 AB,LPS1515,2205806,5,W,West,7,A,Abaxial,5-West,403.5,24.6,42.3,29
26/07/2018,13:49:12,26/07/2018 1:49:12PM,5W 7 AA,LPS1515,2205806,5,W,West,7,A,Adaxial,5-West,45.9,19.1,54.2,23
26/07/2018,13:52:37,26/07/2018 1:52:37PM,6E 2 AB,LPS1515,2205806,6,E,East,2,A,Abaxial,6-East,322.6,15.4,38.4,20.7
26/07/2018,13:55:28,26/07/2018 1:55:28PM,6E 2 AA,LPS1515,2205806,6,E,East,2,A,Adaxial,6-East,47.2,27.5,43.4,25.9
26/07/2018,13:58:28,26/07/2018 1:58:28PM,6E 4 AB,LPS1515,2205806,6,E,East,4,A,Abaxial,6-East,242.3,17,45.8,15.4
26/07/2018,10:57:51,26/07/2018 10:57:51AM,1E 6 AB,LPS1515,2205806,1,E,East,6,A,Abaxial,1-East,421.5,16.4,59.2,25.1
26/07/2018,11:00:06,26/07/2018 11:00:6AM,1E 6 AA,LPS1515,2205806,1,E,East,6,A,Adaxial,1-East,55.8,17.5,29.7,25.2
26/07/2018,11:03:16,26/07/2018 11:03:16AM,1E 13 AB,LPS1515,2205806,1,E,East,13,A,Abaxial,1-East,463.9,19.1,46.5,20.2
26/07/2018,11:06:53,26/07/2018 11:06:53AM,1E 13 AA,LPS1515,2205806,1,E,East,13,A,Adaxial,1-East,54.8,25.2,26.4,12.7
26/07/2018,11:10:21,26/07/2018 11:10:21AM,1E 14 AB,LPS1515,2205806,1,E,East,14,A,Abaxial,1-East,350.6,22,34.3,25.6
26/07/2018,11:13:36,26/07/2018 11:13:36AM,1E 14 AA,LPS1515,2205806,1,E,East,14,A,Adaxial,1-East,54.8,17.1,34.9,18.9
26/07/2018,11:15:58,26/07/2018 11:15:58AM,1W 6 AB,LPS1515,2205806,1,W,West,6,A,Abaxial,1-West,393.3,17.8,26.9,13.4
26/07/2018,11:18:02,26/07/2018 11:18:2AM,1W 6 AA,LPS1515,2205806,1,W,West,6,A,Adaxial,1-West,56.4,18.9,45,29.4
26/07/2018,11:21:27,26/07/2018 11:21:27AM,1W 13 AB,LPS1515,2205806,1,W,West,13,A,Abaxial,1-West,230.5,16.5,24.9,24.3
26/07/2018,11:24:45,26/07/2018 11:24:45AM,1W 13 AA,LPS1515,2205806,1,W,West,13,A,Adaxial,1-West,55.2,27.7,56.6,12.9
26/07/2018,11:27:38,26/07/2018 11:27:38AM,1W 15 AB,LPS1515,2205806,1,W,West,15,A,Abaxial,1-West,383.8,27.8,54.5,11.9
26/07/2018,11:30:42,26/07/2018 11:30:42AM,1W 15 AA,LPS1515,2205806,1,W,West,15,A,Adaxial,1-West,47.1,21.4,26.1,25.1
26/07/2018,11:34:03,26/07/2018 11:34:3AM,2E 1 AB,LPS1515,2205806,2,E,East,1,A,Abaxial,2-East,525.5,16.9,56.7,30
26/07/2018,11:36:38,26/07/2018 11:36:38AM,2E 1 AA,LPS1515,2205806,2,E,East,1,A,Adaxial,2-East,57.6,19.8,26.7,17.8
26/07/2018,11:39:06,26/07/2018 11:39:6AM,2E 4 AB,LPS1515,2205806,2,E,East,4,A,Abaxial,2-East,268.6,16.4,33.5,16.1
26/07/2018,11:41:19,26/07/2018 11:41:19AM,2E 4 AA,LPS1515,2205806,2,E,East,4,A,Adaxial,2-East,65.5,19.7,49.9,16.1
26/07/2018,11:43:48,26/07/2018 11:43:48AM,2E 11 AB,LPS1515,2205806,2,E,East,11,A,Abaxial,2-East,438.9,19.2,49.2,23.4
26/07/2018,11:47:22,26/07/2018 11:47:22AM,2E 11 AA,LPS1515,2205806,2,E,East,11,A,Adaxial,2-East,53.5,22.4,32.5,26.2
26/07/2018,11:50:09,26/07/2018 11:50:9AM,2W 1 AB,LPS1515,2205806,2,W,West,1,A,Abaxial,2-West,338.5,27.7,24.6,16.3
26/07/2018,11:52:12,26/07/2018 11:52:12AM,2W 1 AA,LPS1515,2205806,2,W,West,1,A,Adaxial,2-West,57.7,18.4,32.8,13.1
26/07/2018,11:55:50,26/07/2018 11:55:50AM,2W 3 AB,LPS1515,2205806,2,W,West,3,A,Abaxial,2-West,284.5,19.7,36.4,16.1
26/07/2018,11:58:23,26/07/2018 11:58:23AM,2W 3 AA,LPS1515,2205806,2,W,West,3,A,Adaxial,2-West,59.6,28.6,61.9,27.3
26/07/2018,12:00:35,26/07/2018 12:00:35PM,2W 10 AB,LPS1515,2205806,2,W,West,10,A,Abaxial,2-West,241.7,19.5,47.7,18.2
26/07/2018,12:02:37,26/07/2018 12:02:37PM,2W 10 AA,LPS1515,2205806,2,W,West,10,A,Adaxial,2-West,53,24.2,59.3,25.5
26/07/2018,12:05:25,26/07/2018 12:05:25PM,3E 2 AB,LPS1515,2205806,3,E,East,2,A,Abaxial,3-East,195.5,20.6,37.6,26.1
26/07/2018,12:09:18,26/07/2018 12:09:18PM,3E 2 AA,LPS1515,2205806,3,E,East,2,A,Adaxial,3-East,48.7,26.5,41.2,16.5
26/07/2018,12:13:06,26/07/2018 12:13:6PM,3E 11 AB,LPS1515,2205806,3,E,East,11,A,Abaxial,3-East,523.3,24.5,35.9,18.3
26/07/2018,12:15:33,26/07/2018 12:15:33PM,3E 11 AA,LPS1515,2205806,3,E,East,11,A,Adaxial,3-East,59.3,16.1,62.2,21
26/07/2018,12:19:05,26/07/2018 12:19:5PM,3E 15 AB,LPS1515,2205806,3,E,East,15,A,Abaxial,3-East,334.1,15.6,38,27.1
26/07/2018,12:21:39,26/07/2018 12:21:39PM,3E 15 AA,LPS1515,2205806,3,E,East,15,A,Adaxial,3-East,63.2,27.9,24.8,16.7
26/07/2018,12:24:30,26/07/2018 12:24:30PM,3W 7 AB,LPS1515,2205806,3,W,West,7,A,Abaxial,3-West,410.1,26.4,33.1,11.2
26/07/2018,12:27:53,26/07/2018 12:27:53PM,3W 7 AA,LPS1515,2205806,3,W,West,7,A,Adaxial,3-West,55.8,24.5,27.2,31.2
26/07/2018,12:30:10,26/07/2018 12:30:10PM,3W 11 AB,LPS1515,2205806,3,W,West,11,A,Abaxial,3-West,487.5,21,45.7,28.3
26/07/2018,12:33:54,26/07/2018 12:33:54PM,3W 11 AA,LPS1515,2205806,3,W,West,11,A,Adaxial,3-West,41.1,15.9,38.7,20.5
26/07/2018,12:36:39,26/07/2018 12:36:39PM,3W 14 AB,LPS1515,2205806,3,W,West,14,A,Abaxial,3-West,246.8,18,40.5,13.8
26/07/2018,12:39:03,26/07/2018 12:39:3PM,3W 14 AA,LPS1515,2205806,3,W,West,14,A,Adaxial,3-West,41.3,15.2,35.6,29.6
26/07/2018,12:42:30,26/07/2018 12:42:30PM,4E 3 AB,LPS1515,2205806,4,E,East,3,A,Abaxial,4-East,349.5,16.5,29.5,15.8
26/07/2018,12:45:50,26/07/2018 12:45:50PM,4E 3 AA,LPS1515,2205806,4,E,East,3,A,Adaxial,4-East,47.2,21.5,26.5,26.8
26/07/2018,12:49:09,26/07/2018 12:49:9PM,4E 10 AB,LPS1515,2205806,4,E,East,10,A,Abaxial,4-East,315.1,20.7,56.9,26.7
26/07/2018,12:52:06,26/07/2018 12:52:6PM,4E 10 AA,LPS1515,2205806,4,E,East,10,A,Adaxial,4-East,59.6,18.5,40.3,29.4
26/07/2018,12:55:56,26/07/2018 12:55:56PM,4E 14 AB,LPS1515,2205806,4,E,East,14,A,Abaxial,4-East,308.3,22.8,48.5,24.8
26/07/2018,12:58:24,26/07/2018 12:58:24PM,4E 14 AA,LPS1515,2205806,4,E,East,14,A,Adaxial,4-East,49.1,21.3,50.2,25.7
26/07/2018,14:00:58,26/07/2018 2:00:58PM,6E 4 AA,LPS1515,2205806,6,E,East,4,A,Adaxial,6-East,43.8,25.9,32.1,21
26/07/2018,14:03:48,26/07/2018 2:03:48PM,6E 7 AB,LPS1515,2205806,6,E,East,7,A,Abaxial,6-East,485.6,21.7,60.2,17.2
26/07/2018,14:07:28,26/07/2018 2:07:28PM,6E 7 AA,LPS1515,2205806,6,E,East,7,A,Adaxial,6-East,44.3,20.6,41.8,14.3
26/07/2018,14:09:40,26/07/2018 2:09:40PM,6W 1 AB,LPS1515,2205806,6,W,West,1,A,Abaxial,6-West,380.9,21.2,55.3,16.1
26/07/2018,14:12:48,26/07/2018 2:12:48PM,6W 1 AA,LPS1515,2205806,6,W,West,1,A,Adaxial,6-West,49.6,27.3,50.6,29.4
26/07/2018,14:16:23,26/07/2018 2:16:23PM,6W 13 AB,LPS1515,2205806,6,W,West,13,A,Abaxial,6-West,472.3,24,49.1,29.7
26/07/2018,14:18:29,26/07/2018 2:18:29PM,6W 13 AA,LPS1515,2205806,6,W,West,13,A,Adaxial,6-West,55.6,28.2,28.2,15.1
26/07/2018,14:21:37,26/07/2018 2:21:37PM,6W 16 AB,LPS1515,2205806,6,W,West,16,A,Abaxial,6-West,316.7,22.6,31.9,18.4
26/07/2018,14:24:45,26/07/2018 2:24:45PM,6W 16 AA,LPS1515,2205806,6,W,West,16,A,Adaxial,6-West,51.1,27.9,62.8,25.3
29/06/2018,13:00:38,29/06/2018 1:00:38PM,5E 1 AB,LPS1515,1905305,5,E,East,1,A,Abaxial,5-East,377.3,21.3,49.3,22.4
29/06/2018,13:02:50,29/06/2018 1:02:50PM,5E 1 AA,LPS1515,1905305,5,E,East,1,A,Adaxial,5-East,60.9,20.6,51.8,32.5
29/06/2018,13:05:32,29/06/2018 1:05:32PM,5E 5 AB,LPS1515,1905305,5,E,East,5,A,Abaxial,5-East,262.2,22.9,63,23.9
29/06/2018,13:08:59,29/06/2018 1:08:59PM,5E 5 AA,LPS1515,1905305,5,E,East,5,A,Adaxial,5-East,48.3,23.9,51.5,15
29/06/2018,13:12:11,29/06/2018 1:12:11PM,5W 2 AB,LPS1515,1905305,5,W,West,2,A,Abaxial,5-West,527.8,22,60.8,21.6
29/06/2018,13:14:13,29/06/2018 1:14:13PM,5W 2 AA,LPS1515,1905305,5,W,West,2,A,Adaxial,5-West,41.9,22,50,32.4
29/06/2018,13:16:42,29/06/2018 1:16:42PM,5W 6 AB,LPS1515,1905305,5,W,West,6,A,Abaxial,5-West,265.9,22.6,51,29.7
29/06/2018,13:19:09,29/06/2018 1:19:9PM,5W 6 AA,LPS1515,1905305,5,W,West,6,A,Adaxial,5-West,43.1,21.2,51,19.7
29/06/2018,13:22:58,29/06/2018 1:22:58PM,5W 7 AB,LPS1515,1905305,5,W,West,7,A,Abaxial,5-West,303.7,23.9,54.7,32.5
29/06/2018,13:26:38,29/06/2018 1:26:38PM,5W 7 AA,LPS1515,1905305,5,W,West,7,A,Adaxial,5-West,52.7,22.2,44.7,31
29/06/2018,13:29:30,29/06/2018 1:29:30PM,6E 2 AB,LPS1515,1905305,6,E,East,2,A,Abaxial,6-East,450.2,21.4,35.3,16.4
29/06/2018,13:32:42,29/06/2018 1:32:42PM,6E 2 AA,LPS1515,1905305,6,E,East,2,A,Adaxial,6-East,45.8,20.2,34.4,30.5
29/06/2018,13:36:00,29/06/2018 1:36:0PM,6E 4 AB,LPS1515,1905305,6,E,East,4,A,Abaxial,6-East,328.7,22.7,43.9,23.7
29/06/2018,13:39:08,29/06/2018 1:39:8PM,6E 4 AA,LPS1515,1905305,6,E,East,4,A,Adaxial,6-East,56.1,21.9,37,28.7
29/06/2018,13:42:24,29/06/2018 1:42:24PM,6E 7 AB,LPS1515,1905305,6,E,East,7,A,Abaxial,6-East,370.6,20.7,46.7,33.6
29/06/2018,13:45:10,29/06/2018 1:45:10PM,6E 7 AA,LPS1515,1905305,6,E,East,7,A,Adaxial,6-East,56.8,22.7,50.1,26.5
29/06/2018,13:48:27,29/06/2018 1:48:27PM,6W 1 AB,LPS1515,1905305,6,W,West,1,A,Abaxial,6-West,435.7,22.5,36.2,29.6
29/06/2018,13:51:36,29/06/2018 1:51:36PM,6W 1 AA,LPS1515,1905305,6,W,West,1,A,Adaxial,6-West,60.4,22.5,45.6,34.3
29/06/2018,13:53:56,29/06/2018 1:53:56PM,6W 13 AB,LPS1515,1905305,6,W,West,13,A,Abaxial,6-West,439.3,21.1,36.2,21
29/06/2018,13:57:44,29/06/2018 1:57:44PM,6W 13 AA,LPS1515,1905305,6,W,West,13,A,Adaxial,6-West,55.2,20.9,45.5,22.8
