Shelter,Side,Rep,PotType,sRep,Species,Mix.South,Clockwise1,Clockwise2,Treatment,TreatRep,Type,Count,UIDx,UID,Spp2
6,West,4,Rye,A,Rye,NA,NA,NA,Double,C,Double,270,3x,3x-Rye,RyeRye
6,West,5,Mix,A,Phal,Phal,Fes,Rye,Double,C,Double,271,3x,3x-Phal,MixPhal
6,West,5,Mix,B,Fes,Phal,Fes,Rye,Double,C,Double,272,3x,3x-Fes,MixFes
6,West,5,Mix,C,Rye,Phal,Fes,Rye,Double,C,Double,273,3x,3x-Rye,MixRye
6,West,6,Phal,A,Phal,NA,NA,NA,Double,C,Double,274,3x,3x-Phal,PhalPhal
6,West,7,Rye,A,Rye,NA,NA,NA,Double,C,Double,275,3x,3x-Rye,RyeRye
6,West,8,Fes,A,Fes,NA,NA,NA,Double,C,Double,276,3x,3x-Fes,FesFes
6,West,9,Rye,A,Rye,NA,NA,NA,Double,C,Double,277,3x,3x-Rye,RyeRye
6,West,10,Mix,A,Fes,Fes,Rye,Phal,Double,C,Double,278,3x,3x-Fes,MixFes
6,West,10,Mix,B,Rye,Fes,Rye,Phal,Double,C,Double,279,3x,3x-Rye,MixRye
6,West,10,Mix,C,Phal,Fes,Rye,Phal,Double,C,Double,280,3x,3x-Phal,MixPhal
6,West,11,Fes,A,Fes,NA,NA,NA,Double,C,Double,281,3x,3x-Fes,FesFes
6,West,12,Phal,A,Phal,NA,NA,NA,Double,C,Double,282,3x,3x-Phal,PhalPhal
6,West,13,Phal,A,Phal,NA,NA,NA,Double,C,Double,283,3x,3x-Phal,PhalPhal
6,West,14,Mix,A,Rye,Rye,Phal,Fes,Double,C,Double,284,3x,3x-Rye,MixRye
6,West,14,Mix,B,Phal,Rye,Phal,Fes,Double,C,Double,285,3x,3x-Phal,MixPhal
6,West,14,Mix,C,Fes,Rye,Phal,Fes,Double,C,Double,286,3x,3x-Fes,MixFes
6,West,15,Fes,A,Fes,NA,NA,NA,Double,C,Double,287,3x,3x-Fes,FesFes
6,West,16,Rye,A,Rye,NA,NA,NA,Double,C,Double,288,3x,3x-Rye,RyeRye
